name,desc
"APPLE 2020 맥북에어 MGN63KH/A (8GB, SSD 256GB) : 다나와 가격비교",노트북 / 운영체제(OS): macOS Big Sur / 화면정보 / 33.78cm(13.3인치) / 2560x1600(WQXGA) / 400nit / CPU / 애플(ARM) / 실리콘 M1 / APL1102 / 옥타코어(4+4) / 램 / 램 용량: 8GB / 램 교체: 불가능 / 그래픽 / 내장그래픽 / M1 7 core / 저장장치 / SSD / 256GB / 네트워크 / 무선랜: 802.11ax(Wi-Fi 6) / 영상입출력 / 웹캠(HD) / 단자 / 썬더볼트3: 2개(USB-C겸용) / 부가기능 / 지문 인식 / Apple T2 / USB-PD / 입력장치 / 키보드 라이트 / ㅗ형 방향키 / 파워 / 배터리: 49.9Wh / 어댑터: 30W / 충전단자: 타입C / 주요제원 / 두께: 16.1mm / 무게: 1.29kg / 쿨링팬: 없음(팬리스) / 색상: 그레이
"APPLE 2020 맥북에어 MGN93KH/A (8GB, SSD 256GB) : 다나와 가격비교",노트북 / 운영체제(OS): macOS Big Sur / 화면정보 / 33.78cm(13.3인치) / 2560x1600(WQXGA) / 400nit / CPU / 애플(ARM) / 실리콘 M1 / APL1102 / 옥타코어(4+4) / 램 / 램 용량: 8GB / 램 교체: 불가능 / 그래픽 / 내장그래픽 / M1 7 core / 저장장치 / SSD / 256GB / 네트워크 / 무선랜: 802.11ax(Wi-Fi 6) / 영상입출력 / 웹캠(HD) / 단자 / 썬더볼트3: 2개(USB-C겸용) / 부가기능 / 지문 인식 / Apple T2 / USB-PD / 입력장치 / 키보드 라이트 / ㅗ형 방향키 / 파워 / 배터리: 49.9Wh / 어댑터: 30W / 충전단자: 타입C / 주요제원 / 두께: 16.1mm / 무게: 1.29kg / 쿨링팬: 없음(팬리스) / 색상: 실버
"APPLE 2020 맥북에어 MGND3KH/A (8GB, SSD 256GB) : 다나와 가격비교",노트북 / 운영체제(OS): macOS Big Sur / 화면정보 / 33.78cm(13.3인치) / 2560x1600(WQXGA) / 400nit / CPU / 애플(ARM) / 실리콘 M1 / APL1102 / 옥타코어(4+4) / 램 / 램 용량: 8GB / 램 교체: 불가능 / 그래픽 / 내장그래픽 / M1 7 core / 저장장치 / SSD / 256GB / 네트워크 / 무선랜: 802.11ax(Wi-Fi 6) / 영상입출력 / 웹캠(HD) / 단자 / 썬더볼트3: 2개(USB-C겸용) / 부가기능 / 지문 인식 / Apple T2 / USB-PD / 입력장치 / 키보드 라이트 / ㅗ형 방향키 / 파워 / 배터리: 49.9Wh / 어댑터: 30W / 충전단자: 타입C / 주요제원 / 두께: 16.1mm / 무게: 1.29kg / 쿨링팬: 없음(팬리스) / 색상: 골드
"APPLE 2021 맥북프로14 MKGP3KH/A M1 Pro 10core (16GB, SSD 512GB) : 다나와 가격비교",노트북 / 운영체제(OS): macOS Monterey / 화면정보 / 35.97cm(14.2인치) / 3024x1964 / 1000nit / 주사율: 120Hz / CPU / 애플(ARM) / 실리콘 M1 PRO / APL1103 / 10코어(8+2) / 램 / 램 용량: 16GB / 램 교체: 불가능 / 그래픽 / 내장그래픽 / M1 PRO 14 core / 저장장치 / SSD / 512GB / 네트워크 / 무선랜: 802.11ax(Wi-Fi 6) / 영상입출력 / HDMI / 웹캠(FHD) / 단자 / 썬더볼트4: 3개(USB-C겸용) / SD카드 / 부가기능 / 지문 인식 / 고속충전 / USB-PD / DP Alt Mode / 입력장치 / 키보드 라이트 / ㅗ형 방향키 / 파워 / 배터리: 70Wh / 어댑터: 96W / 충전단자: MagSafe 3 / 주요제원 / 두께: 15.5mm / 무게: 1.6kg / 쿨링팬: 2개 / 색상: 그레이 / 16코어 Neural Engine / 최대 200GB/s 메모리 대역폭 / 미디어 엔진 (디코딩+인코딩+ProRes) / 노치형 디스플레이
"APPLE 2021 맥북프로14 MKGP3KH/A M1 Pro 8core (16GB, SSD 512GB) : 다나와 가격비교",노트북 / 운영체제(OS): macOS Monterey / 화면정보 / 35.97cm(14.2인치) / 3024x1964 / 1000nit / 주사율: 120Hz / CPU / 애플(ARM) / 실리콘 M1 PRO / APL1103 / 옥타코어(6+2) / 램 / 램 용량: 16GB / 램 교체: 불가능 / 그래픽 / 내장그래픽 / M1 PRO 14 core / 저장장치 / SSD / 512GB / 네트워크 / 무선랜: 802.11ax(Wi-Fi 6) / 영상입출력 / HDMI / 웹캠(FHD) / 단자 / 썬더볼트4: 3개(USB-C겸용) / SD카드 / 부가기능 / 지문 인식 / 고속충전 / USB-PD / DP Alt Mode / 입력장치 / 키보드 라이트 / ㅗ형 방향키 / 파워 / 배터리: 70Wh / 어댑터: 67W / 충전단자: MagSafe 3 / 주요제원 / 두께: 15.5mm / 무게: 1.6kg / 쿨링팬: 2개 / 색상: 그레이 / 16코어 Neural Engine / 최대 200GB/s 메모리 대역폭 / 미디어 엔진 (디코딩+인코딩+ProRes) / 노치형 디스플레이
